Meal_Type,Category,Food_Item,Calories (kcal),Protein (g),label_hasil
0,6,4,0.31999999999999995,0.673469387755102,3
2,6,32,0.8018181818181818,0.7979591836734693,3
0,4,13,0.9945454545454545,0.7142857142857142,2
0,2,31,0.6981818181818181,0.746938775510204,5
2,4,25,0.9054545454545454,0.39999999999999997,1
2,5,18,0.11454545454545453,0.7775510204081633,1
2,5,24,0.8727272727272727,0.8734693877551019,1
2,4,25,0.6818181818181818,0.9612244897959183,1
0,2,20,0.36909090909090914,0.12448979591836734,5
2,6,4,0.5436363636363636,0.09591836734693877,3
0,3,3,0.6163636363636363,0.03469387755102041,2
3,5,18,0.8963636363636364,0.36734693877551017,1
1,2,0,0.6,0.5653061224489795,5
3,1,7,0.8363636363636363,0.05102040816326531,0
1,0,15,0.3672727272727273,0.310204081632653,4
3,6,30,0.5054545454545454,0.36734693877551017,3
2,6,30,0.023636363636363636,0.7510204081632652,3
1,4,25,0.050909090909090904,0.3714285714285714,1
3,3,3,0.5909090909090908,0.6795918367346937,2
3,5,9,0.5963636363636363,0.6224489795918366,1
3,0,21,0.5181818181818182,0.17142857142857143,4
2,0,11,0.40727272727272723,0.7285714285714285,4
2,0,11,0.18000000000000002,0.12857142857142856,4
1,4,25,0.5145454545454545,0.6387755102040815,1
1,2,0,0.7890909090909091,0.3795918367346939,5
3,6,4,0.20909090909090908,1.0,3
1,6,6,0.6436363636363636,0.46530612244897956,3
0,0,11,0.6127272727272727,0.19795918367346937,4
1,0,21,0.3418181818181818,0.9285714285714285,4
1,4,13,0.30000000000000004,0.04081632653061225,2
1,4,2,0.4109090909090909,0.10612244897959183,1
0,0,11,0.5872727272727273,0.010204081632653062,4
0,4,13,0.6527272727272727,0.28979591836734686,2
0,2,20,0.8218181818181818,0.7306122448979591,5
2,1,7,0.5781818181818181,0.6285714285714286,0
2,5,18,0.5745454545454545,0.8571428571428571,1
2,6,6,0.31272727272727274,0.18163265306122447,3
2,4,25,0.5418181818181818,0.3224489795918367,1
1,0,11,0.9072727272727272,0.22244897959183674,4
2,1,22,0.9490909090909091,0.563265306122449,0
1,4,25,0.19636363636363638,0.35510204081632646,1
3,3,23,0.20727272727272725,0.31632653061224486,2
1,5,9,0.5109090909090909,0.09387755102040815,1
2,5,18,0.9345454545454545,0.1857142857142857,1
1,5,9,0.45999999999999996,0.2,1
0,4,8,0.4309090909090909,0.5387755102040815,1
0,5,24,0.27454545454545454,0.27959183673469384,1
2,6,32,0.9472727272727272,0.8795918367346938,3
2,2,31,0.38,0.35102040816326524,5
2,3,3,0.42727272727272725,0.1877551020408163,2
0,2,20,0.5654545454545454,0.5448979591836733,5
1,0,33,0.3490909090909091,0.43469387755102035,4
0,6,4,0.7618181818181818,0.6612244897959183,3
0,0,15,0.7036363636363636,0.5959183673469387,4
3,3,27,0.10545454545454544,0.8591836734693877,2
0,4,25,0.03818181818181818,0.09795918367346938,1
1,2,1,0.8527272727272727,0.6999999999999998,5
0,0,15,0.10181818181818181,0.9591836734693877,4
0,4,2,0.62,0.7857142857142856,1
3,2,31,0.6963636363636363,0.520408163265306,5
2,4,25,0.9290909090909091,0.24285714285714285,1
2,2,14,0.45818181818181813,0.45306122448979586,5
0,3,3,0.5872727272727273,0.8326530612244897,2
0,5,18,0.72,0.17755102040816323,1
0,0,33,0.6836363636363636,0.1551020408163265,4
0,0,33,0.08181818181818182,0.47346938775510194,4
3,2,31,0.25090909090909086,0.46530612244897956,5
1,2,20,0.14363636363636365,0.28979591836734686,5
0,6,30,0.6709090909090909,0.1306122448979592,3
1,0,17,0.4745454545454545,0.6448979591836734,4
3,4,8,0.2527272727272727,0.5755102040816326,1
0,2,20,0.4690909090909091,0.42244897959183664,5
0,3,23,0.06181818181818183,0.1877551020408163,2
1,2,14,0.9109090909090908,0.1877551020408163,5
1,0,17,0.1527272727272727,0.4816326530612245,4
3,4,29,0.1509090909090909,0.7408163265306121,1
3,3,3,0.6109090909090908,0.8979591836734693,2
0,4,2,0.2654545454545455,0.9061224489795917,1
0,3,27,0.7181818181818181,0.7510204081632652,2
2,1,7,0.7272727272727273,0.0489795918367347,0
3,5,12,0.016363636363636358,0.4673469387755101,1
1,3,19,0.5836363636363636,0.7040816326530611,2
2,6,6,0.9436363636363635,0.10816326530612244,3
2,4,29,0.6727272727272727,0.024489795918367346,1
3,6,32,0.1818181818181818,0.9755102040816325,3
1,3,27,0.8290909090909091,0.47755102040816316,2
1,5,10,0.2672727272727272,0.37551020408163255,1
0,2,14,0.03818181818181818,0.557142857142857,5
0,3,28,0.5836363636363636,0.9714285714285713,2
1,0,11,0.6163636363636363,0.8061224489795917,4
2,4,25,0.36363636363636365,0.24693877551020407,1
1,0,33,0.4672727272727273,0.8653061224489794,4
0,1,22,0.8090909090909091,0.31224489795918364,0
0,6,30,0.1509090909090909,0.3897959183673469,3
1,4,25,0.0,0.5693877551020408,1
1,5,12,0.7381818181818182,0.5122448979591836,1
1,0,15,0.5872727272727273,0.3306122448979591,4
0,3,28,0.08181818181818182,0.3795918367346939,2
2,3,19,0.11818181818181817,0.5061224489795918,2
3,2,0,0.869090909090909,0.11428571428571427,5
0,2,0,0.31999999999999995,0.32653061224489793,5
1,5,10,0.03272727272727273,0.946938775510204,1
0,6,6,0.4,0.2,3
1,0,11,0.4745454545454545,0.236734693877551,4
3,5,10,0.7072727272727273,0.9367346938775509,1
0,0,17,0.8763636363636363,0.8571428571428571,4
2,3,3,0.72,0.9448979591836734,2
2,0,15,0.509090909090909,0.09387755102040815,4
0,1,5,0.8181818181818181,0.49795918367346925,0
2,1,7,0.050909090909090904,0.8204081632653061,0
0,0,21,0.4109090909090909,0.24081632653061222,4
0,0,15,0.8436363636363636,0.19183673469387755,4
1,5,10,0.5490909090909091,0.8020408163265305,1
0,3,27,0.869090909090909,0.5836734693877551,2
0,0,21,0.6781818181818181,0.0489795918367347,4
1,6,4,0.3109090909090909,0.40204081632653055,3
1,0,33,0.17454545454545453,0.6183673469387755,4
2,6,6,0.025454545454545452,0.21632653061224488,3
2,3,23,0.7745454545454545,0.5836734693877551,2
0,6,4,0.4490909090909091,0.9163265306122448,3
0,3,23,0.7181818181818181,0.24285714285714285,2
0,1,16,0.6818181818181818,0.8510204081632653,0
3,1,7,0.7963636363636364,0.004081632653061225,0
2,6,6,0.5618181818181818,0.6306122448979591,3
2,5,10,0.8127272727272727,0.23265306122448978,1
2,5,9,0.6781818181818181,0.26122448979591834,1
1,5,18,0.5327272727272727,0.46530612244897956,1
0,5,12,0.3545454545454545,0.1306122448979592,1
0,0,15,0.9418181818181818,0.4897959183673469,4
2,0,21,0.88,0.1,4
3,6,32,0.5054545454545454,0.4510204081632653,3
1,3,3,0.9890909090909091,0.4326530612244897,2
0,3,27,0.1781818181818182,0.7306122448979591,2
3,0,33,0.7054545454545454,0.16530612244897958,4
0,2,20,0.9545454545454545,0.23265306122448978,5
2,0,11,0.49636363636363634,0.12653061224489795,4
1,5,12,0.1781818181818182,0.018367346938775505,1
3,6,32,0.6654545454545454,0.6285714285714286,3
0,2,0,0.5690909090909091,0.41020408163265304,5
0,6,6,0.3563636363636363,0.7285714285714285,3
2,2,0,0.2727272727272727,0.5693877551020408,5
3,5,12,0.649090909090909,0.9387755102040816,1
0,2,20,0.6727272727272727,0.11836734693877551,5
0,5,9,0.6745454545454546,0.4040816326530612,1
2,0,11,0.4927272727272727,0.8122448979591835,4
2,4,8,0.8709090909090909,0.2591836734693877,1
1,5,12,0.13999999999999999,0.8795918367346938,1
0,3,23,0.3727272727272727,0.7346938775510203,2
0,6,32,0.03636363636363635,0.9775510204081631,3
1,4,8,0.9799999999999999,0.0,1
1,0,15,0.4309090909090909,0.0653061224489796,4
2,0,15,0.07454545454545455,0.9040816326530611,4
1,4,13,0.3781818181818182,0.34897959183673466,2
3,3,27,0.4290909090909091,0.5551020408163264,2
3,1,7,0.4872727272727272,0.7061224489795918,0
2,0,15,0.9781818181818182,0.620408163265306,4
2,6,6,0.24545454545454545,0.7142857142857142,3
0,1,7,0.7363636363636363,0.07959183673469389,0
3,2,20,0.08363636363636365,0.24285714285714285,5
0,4,2,0.2327272727272727,0.4081632653061224,1
2,0,11,0.36,0.20204081632653062,4
2,1,22,0.6218181818181818,0.5959183673469387,0
0,4,25,0.7309090909090908,0.1163265306122449,1
3,2,0,0.36363636363636365,0.9408163265306122,5
2,4,29,0.6309090909090909,0.43877551020408156,1
2,5,10,0.7436363636363637,0.8061224489795917,1
0,1,7,0.8981818181818182,0.7959183673469387,0
3,5,12,0.034545454545454546,0.4632653061224489,1
1,2,31,0.9636363636363635,0.024489795918367346,5
1,2,31,0.7381818181818182,0.23877551020408158,5
1,3,23,0.5381818181818182,0.46530612244897956,2
1,1,22,0.7836363636363636,0.6326530612244897,0
2,1,7,0.029090909090909084,0.26122448979591834,0
3,5,9,0.28727272727272724,0.10816326530612244,1
0,3,19,0.5418181818181818,0.27959183673469384,2
2,1,5,0.9600000000000001,0.8306122448979592,0
1,1,5,0.19999999999999998,0.17142857142857143,0
3,6,4,0.3672727272727273,0.29795918367346935,3
2,6,30,0.5054545454545454,0.05102040816326531,3
2,5,10,0.054545454545454536,0.41428571428571426,1
0,6,6,0.38363636363636366,0.9591836734693877,3
2,6,32,0.20727272727272725,0.6122448979591836,3
2,4,13,0.6981818181818181,0.5244897959183673,2
3,3,19,0.37636363636363634,0.3714285714285714,2
2,2,0,0.6054545454545455,0.6448979591836734,5
3,3,23,0.4054545454545454,0.3714285714285714,2
3,2,14,0.7672727272727272,0.39795918367346933,5
2,3,23,0.2545454545454545,0.6959183673469387,2
1,2,20,0.9381818181818181,0.11428571428571427,5
1,0,17,0.7527272727272727,0.2816326530612245,4
0,0,33,0.9981818181818182,0.4571428571428571,4
0,3,23,0.6109090909090908,0.19795918367346937,2
3,0,15,0.050909090909090904,0.26530612244897955,4
3,3,27,0.09090909090909091,0.946938775510204,2
1,0,21,0.72,0.43469387755102035,4
0,0,21,0.9181818181818181,0.3959183673469387,4
3,0,17,0.26,0.38367346938775504,4
3,1,34,0.8290909090909091,0.5285714285714285,0
0,0,33,0.4490909090909091,0.06734693877551019,4
2,0,15,0.4618181818181818,0.024489795918367346,4
1,6,32,0.8709090909090909,0.24081632653061222,3
2,4,8,0.03636363636363635,0.6999999999999998,1
0,3,27,0.5618181818181818,0.26530612244897955,2
2,1,16,0.7036363636363636,0.024489795918367346,0
0,4,29,0.7654545454545454,0.8040816326530611,1
2,0,11,0.8127272727272727,0.4428571428571428,4
1,3,19,0.4127272727272727,0.28367346938775506,2
1,0,11,0.7109090909090908,0.9224489795918367,4
0,3,23,0.4363636363636363,0.26734693877551013,2
1,2,20,0.6745454545454546,0.746938775510204,5
1,3,23,0.3163636363636364,0.6265306122448979,2
3,4,13,0.4927272727272727,0.8959183673469386,2
2,1,7,0.6527272727272727,0.3857142857142856,0
2,6,6,0.8054545454545454,0.6326530612244897,3
0,1,5,0.8545454545454545,0.23877551020408158,0
3,6,30,0.10363636363636364,0.05510204081632654,3
0,5,9,0.7163636363636363,0.22448979591836735,1
1,0,17,0.9072727272727272,0.03061224489795918,4
1,5,10,0.7909090909090909,0.7142857142857142,1
2,2,1,0.19636363636363638,0.34897959183673466,5
1,0,21,0.8454545454545455,0.5244897959183673,4
2,1,5,0.2981818181818182,0.4693877551020408,0
3,1,7,0.609090909090909,0.038775510204081626,0
1,2,20,0.72,0.45306122448979586,5
0,1,5,0.47272727272727266,0.7224489795918366,0
1,5,12,0.11636363636363636,0.49183673469387756,1
2,2,31,0.6527272727272727,0.5897959183673468,5
1,4,2,0.4818181818181818,0.3816326530612244,1
2,5,9,0.8945454545454545,0.6244897959183673,1
1,5,10,0.31818181818181823,0.057142857142857134,1
3,2,0,0.17636363636363636,0.8061224489795917,5
0,6,26,0.5909090909090908,0.7142857142857142,3
2,5,12,0.11818181818181817,0.3224489795918367,1
0,2,0,0.6254545454545454,0.053061224489795916,5
0,4,13,0.26363636363636367,0.6163265306122448,2
0,0,11,0.48,0.11836734693877551,4
3,4,13,0.43999999999999995,0.21632653061224488,2
0,6,4,0.2709090909090909,0.5285714285714285,3
2,6,6,0.08181818181818182,0.3448979591836734,3
2,5,10,0.7509090909090909,0.9285714285714285,1
0,3,28,0.32545454545454544,0.06326530612244897,2
2,1,7,0.04363636363636364,0.3387755102040816,0
3,3,27,0.6618181818181817,0.8204081632653061,2
3,6,32,0.3909090909090909,0.9081632653061223,3
0,0,17,0.9454545454545454,0.15306122448979592,4
0,6,6,0.9618181818181818,0.28367346938775506,3
2,5,9,0.023636363636363636,0.1,1
2,1,7,0.14181818181818182,0.8204081632653061,0
3,4,8,0.4636363636363636,0.1510204081632653,1
2,4,8,0.6363636363636364,0.8040816326530611,1
2,2,14,0.4181818181818181,0.9591836734693877,5
0,1,5,0.22181818181818183,0.24489795918367344,0
0,6,26,0.4618181818181818,0.5163265306122449,3
3,0,17,0.2290909090909091,0.6428571428571428,4
3,6,4,0.7709090909090909,0.36734693877551017,3
3,2,1,0.8381818181818181,0.2714285714285714,5
3,0,33,0.6509090909090909,0.21428571428571427,4
1,1,22,0.19272727272727272,0.7448979591836734,0
2,2,1,0.5363636363636364,0.6530612244897959,5
0,4,13,0.38909090909090904,0.7142857142857142,2
3,2,0,0.6072727272727273,0.8387755102040816,5
1,4,8,0.16,0.9040816326530611,1
3,0,21,0.1909090909090909,0.008163265306122446,4
2,5,18,0.5254545454545454,0.24285714285714285,1
3,2,1,0.44727272727272727,0.016326530612244896,5
1,0,33,0.10181818181818181,0.893877551020408,4
3,6,32,0.7454545454545454,0.6897959183673468,3
2,1,7,0.9418181818181818,0.6857142857142856,0
0,3,28,0.8818181818181818,0.012244897959183671,2
0,6,30,0.03818181818181818,0.8306122448979592,3
3,3,3,0.2545454545454545,0.4897959183673469,2
3,1,22,0.28909090909090907,0.3775510204081632,0
0,5,18,0.889090909090909,0.8183673469387754,1
2,5,12,0.6218181818181818,0.9183673469387754,1
3,4,13,0.4363636363636363,0.6551020408163265,2
0,5,18,0.9272727272727271,0.483673469387755,1
3,4,25,0.056363636363636366,0.3183673469387755,1
3,1,7,0.41999999999999993,0.42448979591836733,0
0,3,3,0.10181818181818181,0.9653061224489794,2
0,3,3,0.4672727272727273,0.2591836734693877,2
1,6,30,0.7127272727272727,0.7959183673469387,3
0,2,1,0.9145454545454544,0.4428571428571428,5
2,1,5,0.3727272727272727,0.42653061224489786,0
3,1,5,0.3618181818181818,0.21020408163265306,0
2,1,22,0.20363636363636364,0.7265306122448979,0
3,6,26,0.6836363636363636,0.010204081632653062,3
0,3,28,0.9036363636363636,0.6693877551020406,2
0,0,17,0.5745454545454545,0.8693877551020408,4
0,4,2,0.36363636363636365,0.6632653061224489,1
3,6,4,0.13999999999999999,0.1795918367346939,3
2,4,29,0.9781818181818182,0.6306122448979591,1
3,4,29,0.9018181818181817,0.2591836734693877,1
1,4,2,0.47090909090909083,0.1163265306122449,1
1,0,33,0.08181818181818182,0.9530612244897959,4
2,6,30,0.9400000000000001,0.1489795918367347,3
2,3,3,0.45272727272727264,0.12040816326530612,2
2,4,13,0.44727272727272727,0.6285714285714286,2
2,3,23,0.5272727272727272,0.6102040816326529,2
2,0,11,0.17454545454545453,0.9020408163265305,4
2,4,8,0.22,0.5918367346938774,1
3,2,0,0.7509090909090909,0.9285714285714285,5
1,3,19,0.8109090909090909,0.49183673469387756,2
1,3,28,0.4563636363636363,0.09795918367346938,2
1,5,10,0.04000000000000001,0.3061224489795918,1
3,3,19,0.4290909090909091,0.793877551020408,2
1,2,0,0.84,0.6775510204081633,5
3,4,29,0.19636363636363638,0.7959183673469387,1
0,0,21,0.7054545454545454,0.19591836734693877,4
3,2,20,0.5709090909090909,0.4959183673469387,5
3,6,32,0.016363636363636358,0.15306122448979592,3
1,1,7,0.8163636363636363,0.8836734693877549,0
0,4,29,0.5581818181818181,0.1,1
2,0,21,0.9909090909090909,0.9938775510204081,4
1,3,27,0.8054545454545454,0.2040816326530612,2
1,5,18,0.8272727272727273,0.5999999999999999,1
0,2,20,0.11272727272727273,0.47755102040816316,5
3,1,5,0.5890909090909091,0.9877551020408162,0
2,3,23,0.8018181818181818,0.7591836734693878,2
1,3,28,0.26181818181818184,0.7306122448979591,2
1,6,32,0.23636363636363636,0.6897959183673468,3
3,5,18,0.8290909090909091,0.673469387755102,1
2,2,20,0.13272727272727272,0.9183673469387754,5
2,6,30,0.6745454545454546,0.6122448979591836,3
2,0,15,0.7745454545454545,0.9326530612244898,4
2,6,4,0.3745454545454545,0.5346938775510204,3
1,4,2,0.12727272727272726,0.4877551020408162,1
1,6,6,0.2654545454545455,0.5653061224489795,3
0,4,13,0.24545454545454545,0.012244897959183671,2
1,0,11,0.5545454545454546,0.3938775510204081,4
3,1,34,0.9981818181818182,0.1795918367346939,0
0,5,18,0.2327272727272727,0.15306122448979592,1
3,1,34,0.21454545454545457,0.7244897959183673,0
2,1,5,0.6054545454545455,0.16122448979591836,0
0,5,9,0.6509090909090909,0.16938775510204082,1
0,1,22,0.9072727272727272,0.12040816326530612,0
0,3,27,0.4163636363636364,0.9510204081632653,2
0,3,3,0.13272727272727272,0.8285714285714285,2
3,4,2,0.2581818181818182,0.22653061224489793,1
3,0,11,0.7872727272727272,0.7408163265306121,4
0,1,5,0.9381818181818181,0.038775510204081626,0
0,1,7,0.4636363636363636,0.061224489795918366,0
0,3,19,0.45272727272727264,0.5673469387755101,2
0,2,0,0.8709090909090909,0.7224489795918366,5
3,3,27,0.28,0.04285714285714286,2
2,2,14,0.7654545454545454,0.22857142857142854,5
0,5,9,0.8072727272727273,0.43061224489795913,1
0,5,24,0.050909090909090904,0.6959183673469387,1
0,3,19,0.6472727272727272,0.09183673469387754,2
3,1,22,0.7472727272727272,0.16530612244897958,0
1,2,20,0.0709090909090909,0.8591836734693877,5
2,4,13,0.7254545454545455,0.7020408163265305,2
1,0,15,0.6345454545454545,0.4408163265306122,4
3,1,7,0.3490909090909091,0.5877551020408163,0
3,3,27,0.33999999999999997,0.736734693877551,2
0,3,27,0.9636363636363635,0.046938775510204075,2
1,4,25,0.23454545454545453,0.8081632653061224,1
1,2,31,0.5563636363636363,0.5693877551020408,5
1,4,2,0.2654545454545455,0.46122448979591835,1
2,6,6,0.3490909090909091,0.8387755102040816,3
3,5,12,0.03272727272727273,0.6551020408163265,1
1,4,13,0.1109090909090909,0.8448979591836734,2
2,0,11,0.8127272727272727,0.5836734693877551,4
3,2,20,0.3654545454545455,0.24897959183673465,5
1,1,22,0.7890909090909091,0.7244897959183673,0
0,5,18,0.10545454545454544,0.06326530612244897,1
2,2,14,0.7327272727272727,0.38367346938775504,5
1,2,20,0.2836363636363637,0.16122448979591836,5
1,4,13,0.5654545454545454,0.4204081632653061,2
1,0,33,0.08909090909090908,0.9510204081632653,4
1,3,27,0.16727272727272727,0.7428571428571428,2
3,4,25,0.7799999999999999,0.5448979591836733,1
2,4,2,0.1781818181818182,0.6306122448979591,1
3,4,2,0.7981818181818181,0.11836734693877551,1
0,0,21,0.3036363636363636,0.8755102040816325,4
3,3,23,0.7581818181818182,0.0,2
3,6,32,0.41999999999999993,0.3795918367346939,3
0,6,30,0.9472727272727272,0.0326530612244898,3
3,5,24,0.8090909090909091,0.45306122448979586,1
0,3,28,0.17636363636363636,0.9693877551020407,2
2,6,26,0.6181818181818182,0.9877551020408162,3
1,2,14,0.39454545454545453,0.346938775510204,5
3,2,14,0.3418181818181818,0.0489795918367347,5
1,0,11,0.5472727272727272,0.9163265306122448,4
1,0,11,0.11454545454545453,0.4938775510204081,4
3,4,25,0.7163636363636363,0.973469387755102,1
2,1,5,0.9472727272727272,0.26530612244897955,0
1,4,29,0.6945454545454545,0.1510204081632653,1
0,1,16,0.8181818181818181,0.4714285714285714,0
0,3,23,0.7799999999999999,0.8857142857142856,2
0,0,15,0.88,0.3346938775510203,4
0,1,7,0.15454545454545454,0.7448979591836734,0
2,1,16,0.050909090909090904,0.6999999999999998,0
3,3,23,0.005454545454545448,0.8204081632653061,2
1,6,4,0.6727272727272727,0.9938775510204081,3
3,5,24,0.9563636363636364,0.12244897959183673,1
2,1,16,0.5345454545454545,0.5489795918367346,0
0,6,32,0.5872727272727273,0.9020408163265305,3
1,6,30,0.10181818181818181,0.7020408163265305,3
0,1,34,0.003636363636363632,0.8775510204081631,0
2,5,10,0.7018181818181818,0.8551020408163265,1
2,1,34,0.6745454545454546,0.8346938775510203,0
3,0,33,0.8945454545454545,0.12244897959183673,4
3,2,31,0.45818181818181813,0.3428571428571428,5
2,4,8,0.9690909090909091,0.12448979591836734,1
1,4,29,0.6799999999999999,0.8530612244897958,1
3,2,0,0.9600000000000001,0.5693877551020408,5
1,1,5,0.43272727272727274,0.40204081632653055,0
0,2,20,0.1509090909090909,0.683673469387755,5
3,4,13,0.6854545454545454,0.6795918367346937,2
1,6,6,0.07999999999999999,0.563265306122449,3
0,3,3,0.8872727272727272,0.9306122448979591,2
3,2,1,0.9600000000000001,0.7244897959183673,5
3,0,21,0.7145454545454545,0.9938775510204081,4
0,3,23,0.31272727272727274,0.7816326530612243,2
2,3,27,0.3145454545454546,0.21020408163265306,2
0,4,8,0.9545454545454545,0.19591836734693877,1
3,5,18,0.5872727272727273,0.4326530612244897,1
3,5,24,0.3036363636363636,0.9714285714285713,1
1,4,13,0.6636363636363636,0.4285714285714285,2
2,1,22,0.3036363636363636,0.693877551020408,0
0,1,7,0.6909090909090909,0.4510204081632653,0
1,2,0,0.4436363636363636,0.793877551020408,5
0,2,14,0.19999999999999998,0.4510204081632653,5
3,3,23,0.19454545454545455,0.7265306122448979,2
2,4,2,0.7909090909090909,0.5816326530612245,1
3,6,4,0.8527272727272727,0.5959183673469387,3
2,3,19,0.8763636363636363,0.946938775510204,2
0,5,12,0.9818181818181818,0.6795918367346937,1
2,4,13,0.005454545454545448,0.9775510204081631,2
1,3,27,0.7618181818181818,0.4510204081632653,2
0,2,14,0.9636363636363635,0.6530612244897959,5
1,0,17,0.7327272727272727,0.1306122448979592,4
1,5,12,0.37090909090909085,0.8346938775510203,1
2,3,27,0.9436363636363635,0.8653061224489794,2
2,0,15,0.7727272727272727,0.09795918367346938,4
0,5,24,0.001818181818181816,0.21428571428571427,1
0,0,17,0.8290909090909091,0.6020408163265305,4
2,3,23,0.9836363636363635,0.9653061224489794,2
0,5,12,0.43999999999999995,0.7448979591836734,1
0,4,29,0.3236363636363636,0.8918367346938775,1
2,1,34,0.5745454545454545,0.2040816326530612,0
1,2,14,0.39636363636363636,0.7142857142857142,5
0,6,30,0.3054545454545454,0.6775510204081633,3
1,0,11,0.13272727272727272,0.14285714285714285,4
0,6,6,0.17636363636363636,0.7428571428571428,3
2,3,28,0.729090909090909,0.1551020408163265,2
0,4,25,0.4690909090909091,0.03469387755102041,1
0,6,30,0.5054545454545454,0.29999999999999993,3
0,4,25,0.9109090909090908,0.8530612244897958,1
1,3,28,0.21454545454545457,0.11020408163265305,2
2,5,24,0.11818181818181817,0.24693877551020407,1
1,6,32,0.4254545454545454,0.09387755102040815,3
3,1,22,0.3236363636363636,0.5142857142857142,0
1,0,17,0.58,0.5265306122448979,4
1,3,28,0.4163636363636364,0.4938775510204081,2
3,6,30,0.07454545454545455,0.6408163265306122,3
1,2,14,0.31272727272727274,0.2714285714285714,5
1,6,6,0.9254545454545454,0.4285714285714285,3
2,6,30,0.72,0.973469387755102,3
0,3,28,0.7709090909090909,0.310204081632653,2
1,1,22,0.4236363636363636,0.26530612244897955,0
2,2,31,0.9254545454545454,0.0326530612244898,5
3,2,14,0.8836363636363636,0.21632653061224488,5
0,3,19,0.8872727272727272,0.41632653061224484,2
2,5,9,0.2581818181818182,0.016326530612244896,1
2,4,25,0.5036363636363637,0.23877551020408158,1
2,2,31,0.19636363636363638,0.1551020408163265,5
2,3,27,0.8109090909090909,0.5040816326530612,2
2,0,33,0.050909090909090904,0.3571428571428571,4
3,1,22,0.4927272727272727,0.4204081632653061,0
3,0,33,0.4381818181818181,0.8265306122448979,4
3,2,31,0.8509090909090908,0.5163265306122449,5
0,4,25,0.25090909090909086,0.6918367346938774,1
2,3,28,0.8781818181818182,0.9020408163265305,2
0,3,3,0.5709090909090909,0.620408163265306,2
1,4,13,0.7127272727272727,0.0489795918367347,2
0,2,0,0.869090909090909,0.8918367346938775,5
3,5,18,0.9436363636363635,0.8714285714285714,1
0,4,25,0.19272727272727272,0.03469387755102041,1
1,5,24,0.9090909090909091,0.10612244897959183,1
1,0,21,0.4945454545454545,0.2571428571428571,4
2,0,15,0.48545454545454547,0.6510204081632652,4
1,1,34,0.5254545454545454,0.8387755102040816,0
3,5,18,0.5690909090909091,0.7693877551020408,1
0,2,20,0.41999999999999993,0.9061224489795917,5
2,3,28,0.9181818181818181,0.2632653061224489,2
0,0,11,0.12545454545454546,0.9367346938775509,4
0,1,34,0.9109090909090908,0.8816326530612244,0
0,6,6,0.22,0.15306122448979592,3
1,4,29,0.8072727272727273,0.6551020408163265,1
2,1,22,0.35818181818181816,0.0326530612244898,0
0,4,25,0.5690909090909091,0.38367346938775504,1
3,6,26,0.3490909090909091,0.21632653061224488,3
1,4,13,0.9799999999999999,0.4795918367346938,2
1,3,19,0.38909090909090904,0.3204081632653061,2
3,6,32,0.64,0.02857142857142857,3
1,5,9,0.9163636363636364,0.7897959183673469,1
0,3,19,0.9490909090909091,0.8428571428571427,2
1,2,14,0.18909090909090912,0.7061224489795918,5
3,2,1,0.3036363636363636,0.010204081632653062,5
3,5,10,0.001818181818181816,0.8918367346938775,1
3,1,34,0.8672727272727272,0.5816326530612245,0
0,1,5,0.4254545454545454,0.7918367346938774,0
2,6,6,0.5418181818181818,0.42653061224489786,3
1,0,17,0.22363636363636366,0.5959183673469387,4
0,1,16,0.5945454545454545,0.1795918367346939,0
1,6,6,0.7672727272727272,0.0653061224489796,3
1,2,20,0.14727272727272728,0.8020408163265305,5
2,5,10,0.003636363636363632,0.19387755102040816,1
1,4,2,0.44545454545454544,0.6061224489795918,1
3,5,18,0.5818181818181818,0.4959183673469387,1
0,1,34,0.48545454545454547,0.810204081632653,0
3,2,14,0.1727272727272727,0.9428571428571428,5
2,6,26,0.84,0.08163265306122448,3
0,6,32,0.2709090909090909,0.7122448979591836,3
2,2,1,0.52,0.09387755102040815,5
1,4,29,0.4418181818181818,0.9530612244897959,1
2,0,33,0.4618181818181818,0.16530612244897958,4
2,0,21,0.37636363636363634,0.8714285714285714,4
3,2,20,0.3363636363636363,0.20816326530612242,5
0,2,20,0.37636363636363634,0.7387755102040816,5
2,3,3,0.01090909090909091,0.7816326530612243,2
1,3,3,0.10545454545454544,0.10408163265306121,2
2,1,5,0.16181818181818183,0.2755102040816326,0
1,3,3,0.8472727272727273,0.16938775510204082,2
3,2,20,0.14363636363636365,0.016326530612244896,5
3,4,13,0.8236363636363636,0.006122448979591837,2
2,6,32,0.9690909090909091,0.1571428571428571,3
2,2,31,0.8090909090909091,0.2755102040816326,5
3,1,34,0.9236363636363637,0.9142857142857141,0
1,0,11,0.9909090909090909,0.22653061224489793,4
0,2,31,0.849090909090909,0.2571428571428571,5
0,6,4,0.7036363636363636,0.17755102040816323,3
2,6,4,0.9709090909090908,0.9836734693877551,3
1,1,22,0.6272727272727272,0.9081632653061223,0
2,1,16,0.8254545454545454,0.3224489795918367,0
0,6,26,0.6236363636363637,0.6714285714285714,3
2,1,7,0.5218181818181817,0.08367346938775509,0
1,6,32,0.10727272727272727,0.4877551020408162,3
2,6,32,0.9309090909090908,0.36326530612244895,3
0,6,26,0.8963636363636364,0.10204081632653061,3
0,4,25,0.2727272727272727,0.32448979591836724,1
2,3,3,0.4309090909090909,0.42653061224489786,2
3,6,4,0.6163636363636363,0.5653061224489795,3
